Tipo_Pericia,Tipo_Local,Qtd_Objetos,Qtd_Fotos,Qtd_Fitas,Horario_Exame,Delegacia,Tecnica_Utilizada,Violencia_Domestica,Vitima_Idosa,Classificacao_Prioridade
Violação de Domicílio,Área Rural,999999,42,0,2023-10-28 08:47:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",False,True,0.2945
Tentativa de Suicídio,Via Pública,0,46,0,2023-04-05 10:30:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.414
Marca em Animal,Área Rural,3,29,5,2023-01-10 07:22:00,2ª DP,Empoamento,True,,0.471
Aborto,Terreno Baldio,1,62,0,2023-11-13 16:15:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1551
Ameaça,Pátio,7,29,2,2023-05-31 07:51:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",True,True,0.4568
Lesão Corporal,Terreno Baldio,4,22,0,2023-12-22 07:26:00,1ª DP,Empoamento,True,True,0.7264
Violação de Sepultura,DP,0,52,2,2023-05-20 01:59:00,3ª DP,Macrofotografia,False,False,0.1274
Incêndio (sem vítima),Residência,2,6,0,2023-10-04 11:41:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",False,False,0.1796
Latrocínio e/ou Tentativa de Latrocínio,Terreno Baldio,0,28,0,2023-11-09 17:46:00,2ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.8586
Lesão Corporal,Área Rural,3,20,2,2023-09-13 11:51:00,DEAM (Mulher),Macrofotografia,True,False,0.5183
Violação de Domicílio,Estabelecimento Comercial,3,33,2,2023-01-04 23:11:00,DHPP (Homicídios),"Macrofotografia, Empoamento",True,False,0.256
Feminicídio,Residência,7,14,4,2023-12-01 03:16:00,DHPP (Homicídios),Macrofotografia,True,True,0.9733
Disparo de Arma de Fogo,Pátio,5,31,0,2023-08-14 11:35:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.51
Violação de Sepultura,Pátio,0,16,1,2023-08-07 02:47:00,3ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1151
Suicídio,Terreno Baldio,0,62,0,2023-11-05 09:59:00,2ª DP,"Empoamento, Macrofotografia",False,False,0.1255
Latrocínio e/ou Tentativa de Latrocínio,Residência,0,11,0,2023-08-13 18:13:00,2ª DP,Empoamento,False,True,0.8173
Furto em Interior de Veículo,Pátio,1,29,-3,2023-06-11 09:45:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1574
Extorsão,Hospital,2,11,0,2023-11-07 08:41:00,3ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.4337
Incêndio (sem vítima),Hospital,6,22,1,2023-10-30 20:58:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna",False,True,0.3141
Incêndio (com vítima),Residência,4,21,0,2023-01-01 16:35:00,1ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.7356
Receptação,Pátio,4,17,2,2023-04-01 02:39:00,2ª DP,Empoamento,True,False,0.268
Furto Qualificado (arrombamento),Área Rural,0,16,3,2023-11-05 20:03:00,1ª DP,"Macrofotografia, Luz forense/lanterna",False,True,0.2899
Dano Seguido de Lesão Corporal,Residência,0,22,1,2023-08-31 19:12:00,DRFC (Furtos),Empoamento,True,True,0.7127
Furto em Interior de Veículo,Terreno Baldio,1,8,0,2023-06-01 13:52:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.3365
Lesão Corporal,DP,3,32,5,2023-01-25 04:57:00,DEAM (Mulher),"Macrofotografia, Empoamento",True,True,0.6647
Dano Seguido de Lesão Corporal,Pátio,0,9,2,2024-01-01 14:46:00,2ª DP,Empoamento,True,False,0.5234
Cadáver Encontrado,Área Rural,7,17,5,2023-10-06 04:47:00,2ª DP,Macrofotografia,False,False,0.1978
Receptação,Via Pública,3,63,0,2023-01-21 04:52:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",False,False,0.1772
Ameaça,Estabelecimento Comercial,0,6,0,2023-02-10 01:42:00,1ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.3221
Roubo,Terreno Baldio,1,39,0,2023-07-06 21:01:00,DEAM (Mulher),Luz forense/lanterna,False,False,0.4242
Ameaça,Hospital,2,5,2,2023-05-01 17:58:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.2779
Receptação,Terreno Baldio,1,7,0,2023-04-02 00:16:00,DRFC (Furtos),Macrofotografia,False,True,0.2624
Arremesso de Projétil,Via Pública,3,5,0,2023-07-22 23:04:00,DEAM (Mulher),Macrofotografia,False,True,0.308
Eletroplessão,Área Rural,3,11,0,2023-03-13 17:35:00,1ª DP,Macrofotografia,False,True,0.3413
Homicídio,Área Rural,0,12,2,2023-07-07 08:18:00,1ª DP,Macrofotografia,False,False,0.6689
Adulteração de Placa e/ou Lacre,Residência,4,21,4,2023-02-02 20:40:00,DCA (Criança e Adolescente),Macrofotografia,False,False,0.1886
Furto em Interior de Veículo,Área Rural,7,18,0,2023-02-03 15:12:00,1ª DP,Luz forense/lanterna,True,True,0.4407
Lesão Corporal,Área Rural,0,22,0,2023-04-14 06:03:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna, Empoamento",True,Sim,0.556
Incêndio (com vítima),DP,999999,5,2,2023-05-02 10:26:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.5436
Furto Qualificado (arrombamento),Hospital,0,44,1,2023-12-29 19:56:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1967
Dano Seguido de Lesão Corporal,Via Pública,6,14,1,2023-12-14 07:16:00,1ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.5779
Pichação,Hospital,0,129,1,2023-12-04 19:29:00,DRFC (Furtos),Macrofotografia,True,True,0.4593
Morte Aparentemente Natural,Residência,4,14,0,2023-03-04 15:10:00,3ª DP,"Macrofotografia, Empoamento",True,False,0.3293
Maus Tratos de Animal,DP,1,19,3,2023-09-28 16:45:00,1ª DP,EMPOAMENTO,True,False,0.3477
Marca em Animal,Estabelecimento Comercial,0,6,8,2023-05-25 21:23:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,1,0.1142
Dano Seguido de Lesão Corporal,Pátio,5,10,0,2023-07-29 22:12:00,2ª DP,Macrofotografia,True,True,0.6519
Furto d'água,Área Rural,2,9,0,,DEAM (Mulher),Macrofotografia,False,False,0.1277
Dano Seguido de Lesão Corporal,Residência,1,31,2,2023-11-27 12:51:00,DHPP (Homicídios),Macrofotografia,True,False,0.5331
Eletroplessão,Terreno Baldio,7,6,0,2023-06-26 19:55:00,1ª DP,"Luz forense/lanterna, Macrofotografia",True,True,0.4143
Feminicídio,Hospital,0,12,0,2023-08-17 04:46:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.8121
Pichação,Hospital,5,11,3,2023-01-27 04:50:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",False,False,0.1457
Local de Estupro e/ou Veículo Envolvido em Estupro,Via Pública,1,28,1,2023-09-06 09:37:00,3ª DP,"Empoamento, Macrofotografia",False,True,0.8239
Estelionato,Via Pública,4,37,1,2023-10-20 20:48:00,2ª DP,Macrofotografia,True,True,0.437
Roubo Com Estupro,Via Pública,0,17,0,2023-11-13 00:19:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.8132
Dano Seguido de Lesão Corporal,Estabelecimento Comercial,2,29,2,2023-01-22 22:05:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia",False,False,0.3724
Tentativa de Suicídio,DP,1,5,4,2023-07-28 06:00:00,2ª DP,"Empoamento, Macrofotografia",False,False,0.1547
Explosão (sem vítima),Terreno Baldio,0,40,999999,2023-07-15 20:21:00,3ª DP,Macrofotografia,True,True,0.4437
Dano Seguido de Lesão Corporal,DP,5,5,1,2023-03-04 20:22:00,2ª DP,Luz forense/lanterna,True,False,0.5406
Dano,Pátio,0,6,2,2023-04-06 10:08:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1091
Homicídio,Área Rural,7,25,3,2023-04-05 05:32:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.8064
Veículo Localizado (furtado ou roubado),Residência,3,6,1,2023-11-03 11:26:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.3481
Violação de Domicílio,Pátio,3,127,0,2023-08-07 12:16:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna",True,True,0.4531
Furto Qualificado (arrombamento),DP,4,94,0,2023-03-15 10:50:00,1ª DP,"Macrofotografia, Empoamento",True,False,0.2896
Feto Encontrado,Hospital,17,45,1,2023-03-31 21:27:00,DEAM (Mulher),Luz forense/lanterna,False,True,0.8221
Afogamento,Pátio,7,37,0,2023-09-13 05:10:00,DCA (Criança e Adolescente),Macrofotografia,True,False,0.2643
Furto d'água,Residência,6,33,2,2023-08-28 00:32:00,3ª DP,Macrofotografia,False,False,0.1877
Explosão (sem vítima),Via Pública,9,11,0,2023-09-10 11:14:00,DEAM (Mulher),"Macrofotografia, Empoamento",True,False,0.3176
Violação de Sepultura,Via Pública,0,5,2,2023-04-16 18:59:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia",False,True,0.307
Violação de Domicílio,Pátio,1,41,4,2023-06-23 10:07:00,DCA (Criança e Adolescente),Luz forense/lanterna,True,True,0.4975
Receptação,Residência,1,47,1,2023-05-23 11:51:00,3ª DP,"Empoamento, Macrofotografia",True,False,0.3411
Incêndio (sem vítima),DP,1,18,0,2023-09-27 17:12:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1809
Estelionato,Hospital,2,102,0,2023-06-28 06:35:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",True,False,0.2558
Furto,Área Rural,3,15,3,2023-07-16 22:43:00,DHPP (Homicídios),"Empoamento, Macrofotografia",False,False,0.1782
Marca em Animal,Área Rural,0,26,2,2023-08-05 05:15:00,1ª DP,Macrofotografia,False,True,0.2538
Furto d'água,Hospital,1,33,2,2023-09-30 04:22:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",true,False,0.1485
Cadáver Encontrado,Estabelecimento Comercial,1,43,9,2023-09-02 23:22:00,2ª DP,Macrofotografia,False,False,0.1646
Furto d'água,Pátio,0,14,4,2023-05-07 11:09:00,DCA (Criança e Adolescente),Empoamento,False,True,0.3431
Roubo Com Estupro,Pátio,15,7,6,2023-13-45,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.8141
Desmanche de Veículos,DP,0,14,1,2024-01-01 16:13:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.2895
Ameaça,Pátio,6,36,1,2023-06-13 17:15:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.2539
Roubo Com Estupro,DP,0,23,0,2023-08-08 02:29:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.7215
Homicídio,Terreno Baldio,2,13,3,2023-12-14 03:45:00,2ª DP,Empoamento,False,True,0.8612
Furto,Via Pública,6,66,1,2023-08-10 08:13:00,1ª DP,Luz forense/lanterna,False,True,0.2685
Maus Tratos de Animal,Terreno Baldio,2,7,0,2023-07-19 19:45:00,DEAM (Mulher),Empoamento,False,True,0.287
Furto em Interior de Veículo,Hospital,3,64,0,2023-10-30 07:16:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",True,True,0.4922
Tráfico de Entorpecentes,Via Pública,5,10,4,2023-02-22 04:26:00,DCA (CRIANÇA E ADOLESCENTE),Empoamento,False,False,0.1615
Explosão (com vítima),Área Rural,1,21,0,2023-08-26 06:26:00,3ª DP,Macrofotografia,False,False,0.3521
Feminicídio,Via Pública,5,43,0,2023-10-09 21:50:00,DRFC (Furtos),Macrofotografia,True,False,0.809
Furto Qualificado (arrombamento),Terreno Baldio,5,39,-7,2023-12-21 14:52:00,3ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1834
Tentativa de Homicídio,Via Pública,3,54,2,2023-03-26 16:33:00,1ª DP,Empoamento,False,True,0.8123
Suicídio,DP,4,35,1,2023-09-30 12:16:00,DHPP (Homicídios),"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.2694
Marca em Animal,Terreno Baldio,3,11,3,2023-10-12 20:36:00,DEAM (Mulher),"Macrofotografia, Empoamento",True,False,0.3133
Receptação,Estabelecimento Comercial,1,21,0,2023-12-14 20:17:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.2742
Furto,Pátio,2,76,0,2023-05-19 11:07:00,DCA (Criança e Adolescente),Macrofotografia,True,True,0.4686
Estelionato,Estabelecimento Comercial,0,16,0,2023-04-15 21:49:00,2ª DP,"Empoamento, Luz forense/lanterna",False,True,0.3
Exercício Arbitrário das Próprias Razões,Terreno Baldio,0,5,0,2023-11-08 09:36:00,DEAM (Mulher),"Macrofotografia, Empoamento",True,True,0.4518
Eletroplessão,Pátio,5,21,0,2023-03-14 20:26:00,DCA (Criança e Adolescente),Empoamento,False,False,0.1033
Lesão Corporal,Residência,4,17,0,2023-08-23 11:40:00,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.5978
Desmanche de Veículos,Residência,7,22,3,2023-01-29 22:28:00,DCA (Criança e Adolescente),Macrofotografia,False,False,0.1286
Lesão Corporal,Área Rural,2,7,8,2023-06-09 20:09:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.5543
Pichação,Pátio,1,14,3,2023-03-25 15:22:00,2ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.4854
Estelionato,Via Pública,1,7,4,2023-10-25 11:02:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.4625
Morte Aparentemente Natural,Área Rural,3,7,3,2023-02-07 07:51:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,True,0.3265
Incêndio (com vítima),Área Rural,1,16,0,2023-06-11 08:40:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.5129
Violação de Domicílio,Terreno Baldio,6,25,2,2023-09-24 06:34:00,1ª DP,Macrofotografia,False,True,0.298
Extorsão,Área Rural,4,122,1,2023-09-10 06:47:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",False,False,0.4112
Marca em Animal,Pátio,7,10,4,2023-05-06 16:43:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",False,False,0.1187
Infanticídio,Residência,3,63,2,2023-03-18 22:56:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.8592
Lesão Corporal,Residência,1,6,N/A,2023-08-26 18:42:00,DHPP (Homicídios),Empoamento,True,True,0.6525
Furto Qualificado (arrombamento),Via Pública,0,12,3,2023-10-26 05:15:00,2ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.3453
Roubo Com Estupro,Via Pública,2,7,0,2023-08-21 15:15:00,DHPP (Homicídios),Macrofotografia,True,False,0.8993
Incêndio (com vítima),Terreno Baldio,0,10,0,2023-04-14 08:10:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.4367
Extorsão,Pátio,2,7,0,2023-03-07 12:54:00,DHPP (Homicídios),"Empoamento, Macrofotografia",False,False,0.4423
Furto Qualificado (arrombamento),Terreno Baldio,1,15,1,2023-01-26 04:09:00,DHPP (Homicídios),Empoamento,False,False,0.1234
Morte Aparentemente Natural,Área Rural,3,32,0,2023-03-16 09:55:00,3ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,True,0.4213
Furto Qualificado (arrombamento),Via Pública,1,74,3,2023-01-10 20:28:00,DCA (Criança e Adolescente),Macrofotografia,False,False,0.1705
Eletroplessão,Hospital,3,12,5,2023-02-26 15:39:00,3ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.3333
Cadáver Encontrado,Hospital,3,14,1,2023-08-05 04:51:00,DRFC (Furtos),"Empoamento, Macrofotografia",True,False,0.3074
Ossada Encontrada,Via Pública,0,11,2,2023-11-19 08:49:00,3ª DP,"Empoamento, Macrofotografia",True,False,0.2871
Abandono de Incapaz,Hospital,4,8,0,2023-02-27 21:09:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",True,True,1.0
Cadáver Encontrado,DP,0,15,2,2023-10-22 18:17:00,DHPP (Homicídios),Empoamento,True,False,0.252
Furto d'água,Residência,2,14,2,2023-02-10 01:23:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.3377
Desmanche de Veículos,Residência,2,15,5,2023-04-16 17:39:00,3ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.2814
Furto de Energia Elétrica ou Termodinâmica,Estabelecimento Comercial,1,11,2,2023-06-29 04:51:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.3183
Exercício Arbitrário das Próprias Razões,Residência,3,13,2,2023-09-01 03:50:00,DEAM (Mulher),Empoamento,True,0,0.2897
Incêndio (sem vítima),Estabelecimento Comercial,0,8,2,2023-08-16 16:55:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,False,0.1085
Aborto,Estabelecimento Comercial,0,27,7,2023-06-15 04:01:00,1ª DP,Empoamento,True,False,0.3398
Arremesso de Projétil,Hospital,7,85,2,2023-12-03 15:19:00,3ª dp,"Empoamento, Macrofotografia",False,False,0.1605
Furto de Energia Elétrica ou Termodinâmica,Hospital,1,7,0,2023-11-08 07:39:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",False,True,0.3102
Feto Encontrado,Estabelecimento Comercial,1,12,3,2023-07-27 18:10:00,3ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.8388
Afogamento,Hospital,2,13,1,2023-04-17 03:36:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia",False,False,0.1768
Marca em Animal,Residência,4,17,6,2023-04-08 05:35:00,DHPP (Homicídios),Empoamento,False,False,0.1013
Feto Encontrado,Via Pública,2,10,4,2023-04-26 06:04:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.8619
Maus Tratos de Animal,Área Rural,5,21,3,2023-09-24 17:21:00,DHPP (Homicídios),Macrofotografia,True,False,0.3103
Morte Aparentemente Natural,Pátio,8,11,0,2023-07-25 18:05:00,DRFC (FURTOS),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.264
Pichação,Residência,2,14,1,2023-02-10 01:40:00,1ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.295
Suicídio,Terreno Baldio,3,16,0,2023-10-13 15:14:00,DEAM (Mulher),Macrofotografia,False,True,0.2961
Aborto,DP,0,14,2,2023-04-15 11:48:00,DEAM (Mulher),Macrofotografia,True,True,0.4494
Explosão (com vítima),DP,0,31,3,2023-01-30 11:22:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.5682
Desmanche de Veículos,Terreno Baldio,2,19,4,2023-10-19 13:27:00,DHPP (Homicídios),,True,False,0.3363
Disparo de Arma de Fogo,DP,6,21,1,2023-06-18 19:00:00,DRFC (Furtos),"Macrofotografia, Empoamento",False,False,0.4089
Tentativa de Homicídio,Hospital,2,45,1,2023-05-25 09:47:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia",True,False,0.8087
Aborto,Estabelecimento Comercial,7,10,0,2023-03-09 22:30:00,DHPP (Homicídios),Luz forense/lanterna,True,False,0.2968
Tentativa de Homicídio,DP,1,6,1,2023-01-09 17:15:00,3ª DP,Empoamento,False,True,0.8786
Aborto,DP,0,9,8,2023-02-11 03:20:00,DHPP (Homicídios),Luz forense/lanterna,True,True,0.4045
Dano,Terreno Baldio,2,11,0,2023-05-11 03:54:00,2ª DP,"Luz forense/lanterna, Empoamento",False,True,0.2621
Tráfico de Entorpecentes,Hospital,1,14,0,2023-06-24 17:37:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.3151
Furto d'água,Hospital,0,15,1,2023-02-16 03:32:00,1ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.2742
Furto de Energia Elétrica ou Termodinâmica,Pátio,3,33,0,2023-12-16 09:24:00,DCA (Criança e Adolescente),Empoamento,False,False,0.1256
Pichação,DP,2,12,0,2023-05-19 18:56:00,1ª DP,Empoamento,False,False,0.1882
Dano,Área Rural,1,17,1,2023-02-22 20:01:00,DEAM (Mulher),Macrofotografia,True,False,0.2682
Infanticídio,Hospital,0,17,0,2023-10-31 22:29:00,2ª DP,Luz forense/lanterna,False,True,0.8093
Violação de Domicílio,Estabelecimento Comercial,3,34,1,2023-02-18 08:39:00,3ª DP,"Empoamento, Luz forense/lanterna",True,False,0.3494
Dano Seguido de Lesão Corporal,Estabelecimento Comercial,5,23,1,2023-10-16 09:29:00,DCA (Criança e Adolescente),Macrofotografia,True,False,0.5269
Explosão (sem vítima),Pátio,1,10,0,2023-12-27 05:54:00,3ª DP,"Luz forense/lanterna, Empoamento",False,False,0.1746
Adulteração de Placa e/ou Lacre,Hospital,2,12,1,2023-11-04 09:35:00,DHPP (Homicídios),Luz forense/lanterna,False,True,0.3324
Feminicídio,DP,11,17,1,2023-02-14 07:16:00,1ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.8779
Extorsão,Hospital,8,17,3,2023-11-29 02:04:00,DRFC (Furtos),Luz forense/lanterna,False,True,0.5908
Aborto,Hospital,0,34,0,2023-10-24 20:47:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.2539
Explosão (com vítima),Área Rural,4,19,1,2023-01-19 23:21:00,DRFC (Furtos),Empoamento,False,False,0.4489
Abandono de Incapaz,Área Rural,0,39,0,2023-10-01 20:48:00,3ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.8436
Afogamento,Área Rural,2,33,0,2023-11-03 14:32:00,DHPP (Homicídios),Luz forense/lanterna,True,False,0.3289
Exercício Arbitrário das Próprias Razões,DP,0,51,0,2023-06-17 06:43:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.4046
Receptação,Hospital,7,22,0,2023-08-19 00:24:00,1ª DP,"Empoamento, Macrofotografia",False,False,0.145
Eletroplessão,Pátio,0,7,0,2023-05-28 15:48:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",True,True,0.4624
Eletroplessão,DP,0,5,0,2023-08-03 10:16:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.3364
Disparo de Arma de Fogo,Hospital,3,11,1,2023-12-06 07:45:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia",False,False,0.4495
Aborto,Área Rural,4,107,0,2023-06-13 08:51:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1209
Roubo,Via Pública,1,31,2,2023-10-03 14:14:00,2ª DP,"Empoamento, Luz forense/lanterna",False,False,0.3739
